customerID,DeviceProtection,OnlineBackup,OnlineSecurity,InternetService,MultipleLines,PhoneService,TechSupport,StreamingMovies,StreamingTV,datetime
2826-UWHIS,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,2021-06-21 22:06:42.840102240
1448-PWKYE,No,No,No,Fiber optic,No,Yes,No,Yes,No,2021-09-10 08:53:54.990059640
7501-IWUNG,Yes,No,No,DSL,No,Yes,Yes,Yes,Yes,2020-09-08 17:29:38.017608632
4957-TREIR,No,No,Yes,DSL,No,Yes,Yes,No,Yes,2021-01-13 13:54:30.775347912
7251-LJBQN,Yes,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-10-18 21:11:05.606361824
8040-MNRTF,No,No,No,Fiber optic,No,Yes,No,No,No,2021-03-29 22:37:10.957114456
1536-HBSWP,No,No,No,DSL,No,Yes,Yes,No,No,2020-06-29 02:28:15.200227208
5313-FPXWG,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-07-25 10:48:50.303890936
0067-DKWBL,No,No,Yes,DSL,No,Yes,No,No,No,2020-07-03 23:33:49.537063334
0946-FKYTX,No,Yes,No,DSL,No phone service,No,No,No,No,2020-07-31 21:44:00.954274352
5076-YVXCM,No,No,No,Fiber optic,Yes,Yes,No,Yes,No,2021-03-23 19:37:50.832149952
8262-COGGB,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-08-13 01:13:12.388525988
6663-JOCQO,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,2020-02-01 13:21:59.965918773
9620-QJREV,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-03-02 00:26:59.539903432
2276-YDAVZ,No,No,No,Fiber optic,Yes,Yes,No,No,No,2020-07-26 02:13:07.276341948
2682-KEVRP,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-12-09 11:22:46.998011928
2480-JZOSN,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-05-06 17:27:59.863675088
0078-XZMHT,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,2021-02-10 14:34:11.008236296
5896-NPFWW,Yes,No,No,DSL,No,Yes,No,No,No,2021-05-09 12:43:57.886963928
9978-HYCIN,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,2020-08-09 17:29:50.286850324
8338-QIUNR,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,2021-10-16 16:52:00.477137176
1525-LNLOJ,Yes,No,No,DSL,Yes,Yes,No,No,Yes,2021-07-21 02:10:40.045441632
9450-TRJUU,No,No,No,Fiber optic,Yes,Yes,No,No,Yes,2021-06-17 10:59:03.765975576
1766-GKNMI,No,No,No,Fiber optic,Yes,Yes,No,Yes,No,2020-12-08 10:55:22.919625104
6942-LBFDP,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-11-18 22:05:41.493893776
1456-TWCGB,No,Yes,No,DSL,No,Yes,No,No,No,2020-09-02 12:00:49.076966768
7133-VBDCG,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,2020-03-31 02:28:52.007952286
7596-ZYWBB,No,Yes,Yes,DSL,No,Yes,Yes,No,No,2021-04-10 08:40:00.681624536
8329-UTMVM,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-01-29 21:02:54.836694120
3014-WJKSM,Yes,No,No,Fiber optic,No,Yes,No,No,No,2021-08-14 14:08:00.545299632
3347-YJZZE,Yes,Yes,No,DSL,Yes,Yes,No,Yes,Yes,2021-04-16 04:10:54.359556944
1029-QFBEN,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-02-28 20:35:18.489065606
7929-DMBCV,Yes,No,No,Fiber optic,No,Yes,Yes,No,No,2021-05-21 18:42:38.136892928
9661-JALZV,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-07-19 10:18:58.994603800
5433-KYGHE,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,2020-04-03 22:39:38.188014768
4312-KFRXN,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2020-07-14 01:13:24.657767678
5575-TPIZQ,No,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,2020-10-25 03:07:18.625390512
0114-IGABW,Yes,Yes,No,DSL,No phone service,No,Yes,Yes,Yes,2021-04-27 09:14:46.452712296
9944-AEXBM,No,No,No,Fiber optic,Yes,Yes,No,Yes,No,2020-07-10 19:59:31.371769384
1853-ARAAQ,Yes,No,No,DSL,No phone service,No,No,Yes,Yes,2020-09-07 19:04:18.676512352
6952-OMNWB,Yes,No,No,Fiber optic,Yes,Yes,No,No,No,2021-06-06 18:22:35.751207040
4697-LUPSU,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-10-27 17:24:19.017324624
8434-VGEQQ,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-12-26 19:53:23.294518600
4952-YSOGZ,No,No,No,Fiber optic,Yes,Yes,No,Yes,No,2021-09-18 21:11:17.875603520
1589-AGTLK,No,No,No,DSL,No,Yes,No,No,No,2020-08-25 12:10:50.269809712
5244-IRFIH,No,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-02-10 07:05:44.561204200
6549-YMFAW,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-12-28 11:45:04.345356432
4950-HKQTE,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2020-12-09 11:50:11.076398748
6786-OBWQR,No,No,No,Fiber optic,No,Yes,No,No,Yes,2020-12-08 20:53:18.182334564
2684-EIWEO,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,2021-05-18 23:26:40.113604088
2753-JMMCV,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,2020-05-29 09:02:05.759727350
6439-GTPCA,Yes,No,No,Fiber optic,Yes,Yes,Yes,No,No,2020-08-04 05:27:23.055950012
6621-YOBKI,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-04-04 23:34:26.344788412
1216-JWVUX,No,Yes,No,Fiber optic,No,Yes,No,No,No,2020-11-02 20:23:39.142289120
7564-GHCVB,No,No,Yes,Fiber optic,Yes,Yes,No,No,No,2020-01-14 06:53:28.406702641
1173-NOEYG,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,No,2021-02-23 01:31:48.889520024
7595-EHCDL,Yes,No,No,DSL,No phone service,No,No,Yes,Yes,2020-07-01 14:15:46.776483952
6647-ZEDXT,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-03-20 01:56:33.467764840
2521-NPUZR,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,2020-01-03 19:15:58.023288838
1307-TVUFB,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,2020-06-04 02:03:30.621982390
7503-MIOGA,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,2020-04-14 10:17:08.571428572
4381-MHQDC,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,2020-01-16 18:40:59.982959386
6923-JHPMP,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,2021-09-30 07:14:07.600113600
5138-WVKYJ,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,2021-03-05 15:38:48.088611192
4018-PPNDW,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-10-27 16:56:54.938937800
1635-FJFCC,No,No,No,DSL,No,Yes,No,No,No,2021-11-23 04:14:22.936665720
2499-AJYUA,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-04-24 18:57:46.060778184
6919-ELBGL,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,2020-05-29 11:31:34.575404714
3966-HRMZA,Yes,No,No,Fiber optic,No,Yes,No,No,No,2021-01-06 10:00:22.493609768
6425-JWTDV,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-04-07 15:53:31.474013064
8405-IGQFX,Yes,No,No,Fiber optic,No,Yes,Yes,No,Yes,2021-03-28 06:45:29.906276624
8224-IVVPA,No,Yes,Yes,DSL,No,Yes,No,No,No,2021-11-27 20:20:59.642147112
9477-LGWQI,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,2020-06-08 13:11:09.696109060
1410-RSCMR,Yes,No,Yes,DSL,No,Yes,Yes,Yes,No,2021-09-04 10:53:32.496449872
3115-CZMZD,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-06-01 01:48:34.967338824
0139-IVFJG,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,2021-01-05 16:34:00.783868216
6683-VLCTZ,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-12-07 07:03:41.868787272
5730-DBDSI,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-08-10 22:56:11.996591872
0030-FNXPP,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-10-02 04:04:46.282306160
2189-WWOEW,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,2020-09-16 22:18:34.456120420
5684-FJVYR,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,2021-01-22 07:10:51.292246520
4013-GUXND,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-06-03 05:40:16.018176656
1894-IGFSG,No,No,No,Fiber optic,No,Yes,No,Yes,Yes,2021-08-01 09:44:00.954274352
7379-POKDZ,No,No,No,Fiber optic,No,Yes,No,No,No,2021-06-23 11:28:55.075262704
1266-NZYUI,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,2021-01-07 03:26:44.203351320
7969-FFOWG,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-03-17 21:37:28.338540184
4718-DHSMV,No,No,No,DSL,No phone service,No,No,No,Yes,2021-07-25 23:16:14.382277760
5175-WLYXL,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,2021-07-06 15:52:54.666287984
7817-OMJNA,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-07-20 21:39:06.492473728
8728-SKJLR,No,No,No,Fiber optic,No,Yes,Yes,No,No,2021-04-02 13:48:59.505822208
3137-NYQQI,No,Yes,Yes,DSL,No,Yes,No,Yes,No,2020-02-25 10:22:27.571712581
7706-DZNKK,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-05-29 04:03:08.128372620
0236-HFWSV,No,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-04-02 21:17:25.952854304
3900-AQPHZ,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-05-16 12:06:32.615734166
5842-POCOP,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,No,2020-03-28 12:11:51.616018176
2037-XJFUP,Yes,No,No,Fiber optic,No,Yes,No,Yes,Yes,2020-12-26 12:24:56.847486508
8823-RLPWL,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,2020-12-30 11:05:11.843226356
9505-SQFSW,No,Yes,No,DSL,No phone service,No,No,Yes,No,2021-06-07 09:19:28.645271224
7314-OXENN,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,2020-10-28 23:18:04.805452996
3758-CKOQL,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,2020-02-24 11:57:08.230616302
0322-CHQRU,No,No,No,DSL,No,Yes,No,No,No,2020-10-20 08:31:13.104231752
5676-CFLYY,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,2021-09-03 22:26:08.418063048
7521-AFHAB,No,No,No,DSL,No,Yes,No,No,No,2021-09-29 03:49:50.627662592
0285-INHLN,No,Yes,Yes,DSL,No,Yes,No,No,No,2020-02-01 05:53:33.518886680
4678-DVQEO,No,No,No,DSL,No,Yes,Yes,No,No,2020-09-06 00:43:08.809997160
5125-CNDSP,No,Yes,Yes,DSL,No phone service,No,Yes,No,No,2020-04-02 01:48:59.505822209
0691-IFBQW,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,2021-06-20 11:13:59.420619144
4992-LTJNE,No,No,Yes,DSL,Yes,Yes,No,No,No,2021-02-17 18:28:19.289974436
2202-OUTMO,No,No,Yes,DSL,Yes,Yes,Yes,No,No,2021-11-11 15:42:04.396478272
0810-BDHAW,No,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,2021-06-17 13:28:32.581652936
0229-LFJAF,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,2021-04-23 10:34:31.456972448
7131-ZQZNK,Yes,No,Yes,DSL,No phone service,No,Yes,Yes,Yes,2020-12-02 22:52:55.688724792
3442-ZHHCC,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,2020-06-25 18:44:53.098551548
5726-CVNYA,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-10-20 13:30:10.735586480
9871-ELEYA,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,2020-09-17 20:43:53.797216700
4257-GAESD,No,No,No,DSL,No phone service,No,No,Yes,Yes,2021-01-13 18:53:28.406702640
5173-WXOQV,No,Yes,No,DSL,No,Yes,Yes,Yes,No,2021-01-04 03:11:48.548707752
2040-OBMLJ,No,No,No,Fiber optic,Yes,Yes,Yes,No,No,2021-10-07 21:06:11.144561200
6286-ZHAOK,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2020-05-29 16:30:32.206759442
3807-XHCJH,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-12-22 18:16:15.404714568
3009-JWMPU,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-10-01 15:37:22.203919336
5671-RQRLP,No,No,No,Fiber optic,Yes,Yes,No,No,No,2020-02-26 21:15:10.991195683
1450-GALXR,No,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2020-12-22 06:16:15.404714568
8859-AXJZP,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2020-09-27 09:56:04.839534224
3174-AKMAS,No,Yes,No,DSL,No,Yes,Yes,No,Yes,2021-10-23 05:49:15.864811128
3138-BKYAV,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,2021-09-22 09:53:37.608633912
9926-PJHDQ,Yes,No,No,DSL,Yes,Yes,No,Yes,Yes,2021-03-16 23:12:08.997443904
7382-DFJTU,Yes,No,No,DSL,No,Yes,Yes,No,No,2021-06-27 02:40:43.623970464
2798-NYLMZ,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-10-09 05:29:25.748366936
4289-DTDKW,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-01-10 18:11:08.673672252
1820-TQVEV,No,No,No,Fiber optic,No,Yes,No,No,No,2020-04-21 06:42:50.406134620
2239-JALAW,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-04-30 04:30:44.476001136
4853-RULSV,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-11-29 22:10:35.955694400
8098-TDCBU,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2020-07-21 02:38:04.123828458
3551-GAEGL,No,No,Yes,DSL,No phone service,No,No,No,No,2020-08-24 23:43:26.191422892
4785-NKHCX,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-01-18 13:02:09.849474581
3196-NVXLZ,No,No,No,Fiber optic,Yes,Yes,No,No,Yes,2021-11-19 18:01:32.019312696
6275-YDUVO,Yes,No,No,Fiber optic,No,Yes,No,Yes,No,2021-05-31 15:23:15.626242544
0036-IHMOT,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,2021-09-17 15:17:32.087475144
0115-TFERT,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-09-16 14:22:43.930701504
4178-EGMON,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,2020-09-24 02:12:42.737858564
4220-TINQT,Yes,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-12-07 04:34:13.053109912
5318-YKDPV,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,2021-12-16 17:46:24.095427432
7975-TZMLR,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-01-24 13:59:25.237148536
0295-QVKPB,Yes,No,No,DSL,No,Yes,Yes,No,Yes,2021-07-31 03:50:15.166145976
4335-BSMJS,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2020-04-09 05:43:07.787560352
2311-QYMUQ,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,2021-07-15 01:40:48.736154496
3643-AHCFP,No,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-02-19 20:17:55.603521724
9146-JRIOX,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-06-06 13:23:38.119852312
3104-OWCGK,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,2020-04-13 21:49:44.493041749
5337-IIWKZ,Yes,No,No,DSL,No phone service,No,Yes,No,Yes,2021-03-13 03:01:22.817381424
9101-BWFSS,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-04-20 05:20:38.170974152
9650-VBUOG,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-08-14 04:10:05.282590168
3487-EARAT,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,2021-10-27 02:00:02.044873616
2672-TGEFF,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,2021-11-03 15:52:05.589321216
9231-ZJYAM,No,No,No,Fiber optic,No,Yes,No,No,Yes,2020-01-16 16:11:31.167282022
4250-WAROZ,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,2020-08-07 10:41:16.341948308
8184-WMOFI,Yes,No,Yes,DSL,No,Yes,Yes,Yes,No,2021-10-06 12:42:56.540755464
6982-SSHFK,No,No,No,DSL,No,Yes,No,No,No,2021-02-17 23:27:16.921329168
6092-QZVPP,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,2021-02-23 04:01:17.705197384
4625-LAMOB,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-08-28 17:24:43.555808008
0727-BMPLR,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-10-25 02:39:54.547003688
0392-BZIUW,Yes,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,2020-10-19 10:05:53.763135472
1038-ZAGBI,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-04-12 13:26:29.889236012
6549-NNDYT,No,No,Yes,DSL,No phone service,No,No,No,No,2021-05-03 02:16:11.314967336
3027-ZTDHO,No,No,No,Fiber optic,No,Yes,No,Yes,Yes,2020-08-15 13:00:43.964782732
0422-OHQHQ,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-04-09 17:43:07.787560352
6916-HIJSE,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,2021-07-05 14:58:06.509514344
2316-ESMLS,No,No,Yes,DSL,No phone service,No,Yes,No,No,2021-03-09 04:21:07.821641576
9778-OGKQZ,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,2021-10-04 23:20:44.305595000
7408-OFWXJ,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,2020-03-17 19:35:23.601249645
6007-TCTST,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,2020-10-13 22:03:26.532235160
2252-NKNSI,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,2020-11-10 00:17:47.424027264
8713-IGZSO,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-08-20 02:10:27.776199944
7905-TVXTA,No,No,Yes,DSL,No,Yes,Yes,No,Yes,2020-05-17 00:33:56.694120988
7695-PKLCZ,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-06-10 04:35:26.668560064
2382-BCKQJ,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2021-06-25 05:50:04.941777904
8374-UULRV,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,2021-10-05 19:16:34.831013912
2207-NHRJK,No,Yes,No,DSL,No,Yes,No,No,No,2021-04-16 06:40:23.175234304
3224-DFQNQ,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,2020-06-24 20:19:33.757455268
5275-PMFUT,Yes,Yes,Yes,DSL,No phone service,No,Yes,Yes,Yes,2021-01-26 18:18:30.366373188
4795-UXVCJ,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-10-05 01:50:13.121272360
9777-IQHWP,Yes,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,2021-11-28 08:48:23.720533936
0947-MUGVO,No,Yes,No,Fiber optic,No,Yes,No,No,No,2020-08-12 15:15:17.125816528
9944-HKVVB,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,2021-01-23 08:05:39.449020164
4124-MMETB,No,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-06-13 12:46:12.848622550
3671-SHRSP,Yes,No,No,Fiber optic,No,Yes,Yes,No,No,2020-06-14 21:09:27.452428286
0979-MOZQI,No,No,No,DSL,No phone service,No,Yes,No,Yes,2020-08-23 12:50:42.771939788
2732-ISEZX,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-12-30 16:04:09.474581084
3313-QKNKB,No,No,No,Fiber optic,Yes,Yes,No,Yes,No,2020-07-23 01:58:11.621698380
0323-XWWTN,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-06-14 15:43:05.742686736
1937-OTUKY,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,2021-12-27 17:51:18.557228056
1573-LGXBA,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,2020-03-27 08:47:34.643567168
1764-VUUMT,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-09-20 08:04:01.295086624
5073-WXOYN,No,Yes,No,DSL,No phone service,No,No,Yes,Yes,2020-04-16 04:38:18.437943766
4713-ZBURT,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-05-28 03:08:19.971598978
3050-GBUSH,No,No,No,DSL,No phone service,No,No,No,Yes,2021-12-05 22:40:27.264981536
0207-MDKNV,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,2021-09-21 03:59:51.820505536
7876-AEHIG,Yes,No,Yes,DSL,No phone service,No,Yes,Yes,Yes,2021-10-13 11:38:07.191138880
7945-HLKEA,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,2021-02-16 15:04:02.317523428
9342-VNIMQ,No,Yes,No,DSL,Yes,Yes,No,No,No,2020-04-10 21:34:48.838398182
9851-KIELU,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,2020-08-08 21:33:59.761431412
3523-BRGUW,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-07-28 08:34:17.142857144
3908-BLSYF,Yes,No,No,Fiber optic,No,Yes,No,Yes,No,2021-01-30 16:58:45.362113036
3199-NPKCN,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,2021-03-13 20:27:44.527122976
5170-PTRKA,No,No,Yes,DSL,No phone service,No,Yes,No,No,2021-05-03 09:44:37.761999432
4661-NJEUX,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-04-21 01:43:52.774779892
2123-AGEEN,Yes,No,No,Fiber optic,No,Yes,No,No,Yes,2021-10-23 13:17:42.311843224
1258-YMZNM,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,2021-09-17 12:48:03.271797784
0048-LUMLS,No,No,No,Fiber optic,No,Yes,No,Yes,Yes,2020-01-27 08:47:59.182050553
7549-MYGPK,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,2020-08-09 15:00:21.471172960
5898-IGSLP,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,2021-03-11 21:07:37.029253048
3804-RVTGV,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-08-18 13:15:39.619426300
6259-WJQLC,Yes,No,No,Fiber optic,Yes,Yes,No,No,No,2021-07-20 01:15:51.888667992
9227-LUNBG,No,No,No,DSL,No phone service,No,No,No,No,2020-09-09 15:54:57.358704912
7997-EASSD,No,No,No,Fiber optic,Yes,Yes,Yes,No,No,2020-10-22 12:50:18.233456404
0730-KOAVE,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,2021-07-05 19:57:04.140869072
8975-SKGRX,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,2020-04-06 15:26:07.395626242
0678-RLHVP,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-06-21 15:05:40.471456972
4315-MURBD,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,2020-02-22 00:09:36.654359557
2267-FPIMA,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,2021-11-08 07:58:42.294802608
1051-GEJLJ,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2020-12-01 14:29:41.084919056
9734-YWGEX,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-03-02 20:50:14.143709173
2719-BDAQO,No,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,2021-04-13 13:53:53.967622832
5285-MVEHD,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,2020-12-23 02:12:05.930133484
0379-DJQHR,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,2021-03-03 23:47:07.037773360
0781-LKXBR,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,2020-10-24 22:08:20.994035784
5543-QDCRY,No,No,No,DSL,No,Yes,No,No,Yes,2020-04-22 10:07:07.378585628
0297-RBCSG,No,Yes,No,DSL,No,Yes,Yes,Yes,No,2021-01-26 08:20:35.103663732
4694-PHWFW,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-01-03 04:46:29.207611472
0835-JKADZ,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,2020-06-13 20:14:39.295654644
1907-UBQFC,No,Yes,No,Fiber optic,No,Yes,No,No,No,2021-10-28 00:25:21.385969896
7508-SMHXL,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,2020-07-17 01:28:20.312411246
3865-YIOTT,Yes,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,2021-12-13 05:04:04.362397040
5993-BQHEA,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No internet service,No internet service,2021-09-17 17:47:00.903152512
6024-RUGGH,No internet service,No internet service,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,2021-12-03 23:20:19.767111616
6513-EECDB,No,No,No,Fiber optic,Yes,Yes,No,No,No,2021-01-15 20:43:04.720249928
3956-CJUST,No,No,Yes,Fiber optic,No,Yes,No,No,No,2020-06-14 01:13:36.927009372
4079-WWQQQ,Yes,Yes,Yes,DSL,No phone service,No,Yes,Yes,Yes,2020-04-11 10:02:12.916785004
