customerID,Contract,tenure,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,datetime
2226-ICFDO,Two year,72,Credit card (automatic),Yes,85.9,6110.75,No,2020-02-18 03:58:50.474297074
0723-VSOBE,One year,45,Electronic check,No,34.2,1596.6,No,2020-05-15 23:39:08.537347344
5529-GIBVH,Two year,47,Mailed check,No,20.15,1046.2,No,2021-10-22 17:21:51.786424312
4187-CINZD,One year,46,Credit card (automatic),No,95.25,4424.2,Yes,2020-02-26 06:18:18.097131497
9992-UJOEL,Month-to-month,2,Mailed check,Yes,50.3,92.75,No,2020-03-26 00:24:20.039761431
4741-WWJQZ,Month-to-month,2,Electronic check,Yes,80.15,194.55,No,2021-01-19 16:53:50.900312408
6625-UTXEW,Month-to-month,12,Electronic check,Yes,51.25,612.1,No,2020-11-01 07:01:26.907128656
6818-WOBHJ,Month-to-month,68,Bank transfer (automatic),Yes,89.6,6127.6,Yes,2020-12-14 11:25:14.228912240
6244-BESBM,Two year,69,Credit card (automatic),Yes,95.2,6671.7,No,2020-03-28 22:09:46.878727634
1004-NOZNR,One year,56,Credit card (automatic),No,94.8,5264.3,No,2020-11-21 05:21:39.517182616
1251-STYSZ,Month-to-month,4,Electronic check,Yes,80.25,303.7,No,2020-06-16 00:33:44.424879296
2612-PHGOX,Two year,64,Bank transfer (automatic),Yes,76.1,4818.8,No,2021-08-19 06:14:37.250781024
2408-TZMJL,One year,59,Electronic check,Yes,110.15,6448.05,Yes,2020-03-25 14:26:24.777051974
8480-PPONV,Two year,62,Bank transfer (automatic),No,115.55,7159.05,No,2020-05-31 05:52:44.441919908
8780-IHCRN,Two year,63,Credit card (automatic),No,24.65,1574.5,No,2020-10-01 16:04:46.282306164
4598-ZADCK,One year,53,Electronic check,Yes,53.6,2879.2,No,2021-05-09 05:15:31.439931832
1257-SXUXQ,Month-to-month,5,Mailed check,No,19.45,86.05,No,2021-10-04 13:22:49.042885544
9681-KYGYB,Month-to-month,49,Electronic check,Yes,88.2,4159.45,No,2021-01-23 00:37:13.001988072
7182-OVLBJ,Two year,62,Bank transfer (automatic),Yes,101.15,6638.35,No,2021-06-17 01:01:08.503266112
5095-ETBRJ,Two year,55,Mailed check,No,56.8,3112.05,No,2020-03-21 08:17:43.334280034
7005-CYUIL,Two year,71,Electronic check,Yes,99.4,7168.25,No,2021-08-22 04:00:04.089747232
4821-WQOYN,Two year,72,Credit card (automatic),Yes,20.1,1326.25,No,2021-10-09 17:56:49.826753760
4730-AWNAU,One year,36,Credit card (automatic),No,60.7,2234.55,No,2021-12-13 15:01:59.625106504
3452-FLHYD,One year,25,Bank transfer (automatic),Yes,20.95,495.15,No,2020-08-19 16:39:56.591877308
2388-LAESQ,Two year,72,Bank transfer (automatic),Yes,114.85,8317.95,No,2020-03-11 11:37:05.844930417
9531-NSBMR,One year,36,Bank transfer (automatic),Yes,19.25,679.8,No,2020-12-23 14:39:30.008520304
6260-ONULR,Month-to-month,1,Mailed check,Yes,62.8,62.8,No,2020-08-24 01:18:06.850326612
4389-UEFCZ,Two year,72,Electronic check,Yes,105.5,7544,No,2021-05-12 12:58:53.541607496
8711-LOBKY,Two year,59,Mailed check,No,19.85,1188.25,No,2021-08-14 16:37:29.360976992
9134-CEQMF,Month-to-month,7,Electronic check,Yes,89.5,676.7,Yes,2021-11-08 22:55:35.188866800
8985-OOPOS,One year,1,Credit card (automatic),No,74.1,74.1,No,2021-11-07 22:00:47.032093152
8800-ZKRFW,Month-to-month,30,Electronic check,Yes,107.5,3242.5,No,2020-09-06 23:08:28.151093440
2616-FLVQC,Two year,64,Mailed check,No,19.55,1240.15,No,2021-09-28 20:21:24.180630504
9968-FFVVH,One year,63,Bank transfer (automatic),No,68.8,4111.35,No,2020-08-09 00:03:28.577108776
3108-PCCGG,Two year,72,Credit card (automatic),No,84.45,5899.85,No,2021-08-23 09:53:49.877875600
7993-PYKOF,Month-to-month,8,Electronic check,No,75.0,632.95,Yes,2021-10-02 09:03:43.913660888
8390-FESFV,Two year,62,Bank transfer (automatic),No,84.5,5193.2,No,2020-09-30 22:38:24.572564612
3022-BEXHZ,Two year,67,Bank transfer (automatic),Yes,111.2,7530.8,No,2021-11-30 18:06:26.481113320
5027-XWQHA,Month-to-month,6,Electronic check,No,44.75,270.95,Yes,2021-02-11 22:57:25.612042032
6248-TKCQV,Two year,70,Bank transfer (automatic),Yes,80.6,5460.2,No,2020-01-26 20:20:35.103663731
6729-GDNGC,Month-to-month,20,Bank transfer (automatic),No,80.7,1614.2,No,2020-10-27 07:26:23.754615164
6198-ZFIOJ,Month-to-month,5,Electronic check,No,75.6,402.5,No,2021-02-25 00:51:56.387389944
5989-OMNJE,One year,24,Electronic check,No,57.6,1367.75,No,2020-01-26 22:50:03.919341096
4566-QVRRW,Month-to-month,11,Electronic check,Yes,44.05,483.7,Yes,2020-10-03 02:57:29.701789264
1291-CUOCY,Two year,72,Credit card (automatic),Yes,110.6,7962.2,No,2020-11-15 19:48:41.101959668
9795-SHUHB,Two year,66,Credit card (automatic),Yes,58.2,3810.8,No,2021-11-14 05:59:04.788412384
3230-IUALN,Two year,45,Mailed check,Yes,81.0,3533.6,No,2021-12-21 22:20:24.879295656
0042-RLHYP,Two year,69,Bank transfer (automatic),No,19.7,1396.9,No,2021-02-24 14:54:01.124680488
8519-IMDHU,Month-to-month,15,Bank transfer (automatic),Yes,85.6,1345.55,Yes,2021-07-03 23:06:25.458676512
4945-RVMTE,Month-to-month,28,Bank transfer (automatic),Yes,59.55,1646.45,No,2020-11-23 09:40:44.646407268
0201-OAMXR,One year,70,Credit card (automatic),No,115.55,8127.6,Yes,2020-11-17 11:40:22.152797500
1866-NXPSP,One year,36,Mailed check,Yes,75.55,2680.15,No,2020-07-31 09:16:36.875887532
3372-KWFBM,Month-to-month,16,Electronic check,Yes,86.6,1281,Yes,2020-10-28 10:50:40.727066172
7831-QGOXH,Month-to-month,18,Electronic check,Yes,85.2,1553.9,Yes,2020-03-27 11:17:03.459244533
6393-WRYZE,Month-to-month,34,Electronic check,Yes,97.65,3207.55,Yes,2021-10-13 21:36:02.453848336
3941-XTSKM,One year,42,Credit card (automatic),Yes,45.1,2049.05,No,2021-03-31 21:57:18.454984376
1661-CZBAU,One year,48,Bank transfer (automatic),Yes,70.95,3629.2,No,2021-09-12 03:15:04.856574832
6599-RCLCJ,Month-to-month,47,Electronic check,Yes,109.55,5124.55,Yes,2020-03-09 09:47:29.531383130
9831-BPFRI,One year,39,Electronic check,Yes,89.55,3474.45,Yes,2020-07-12 14:20:41.238284578
5158-RIVOP,Two year,11,Credit card (automatic),No,20.9,202.3,No,2020-11-19 13:29:58.466344788
9788-YTFGE,Month-to-month,7,Mailed check,Yes,19.95,147.5,No,2021-11-16 17:46:36.364669128
9277-JOOMO,Month-to-month,3,Mailed check,No,24.6,86.35,No,2020-10-12 06:11:45.481397328
1907-YLNYW,Month-to-month,8,Electronic check,Yes,66.7,579,No,2021-11-22 18:16:27.673956264
1725-MIMXW,Month-to-month,1,Mailed check,Yes,19.45,19.45,Yes,2021-02-08 00:17:10.616302184
8947-YRTDV,One year,32,Mailed check,No,94.8,3131.55,No,2021-01-07 00:57:15.387673956
3161-ONRWK,One year,60,Bank transfer (automatic),Yes,65.85,3928.3,No,2021-03-06 19:03:05.061062200
0114-RSRRW,Month-to-month,10,Bank transfer (automatic),Yes,19.95,187.75,No,2021-01-17 07:35:48.139733028
4565-NLZBV,Two year,71,Bank transfer (automatic),Yes,24.65,1710.15,No,2021-07-11 20:26:55.450156200
0031-PVLZI,Month-to-month,4,Mailed check,No,20.35,76.35,Yes,2020-04-21 19:10:14.484521442
7206-GZCDC,Month-to-month,1,Electronic check,Yes,69.25,69.25,Yes,2020-11-30 23:32:48.190854868
6682-VCIXC,One year,43,Bank transfer (automatic),Yes,51.25,2151.6,No,2021-01-28 05:11:13.785856288
4791-QRGMF,One year,59,Bank transfer (automatic),Yes,99.5,5961.1,Yes,2021-01-13 01:27:06.696961088
6475-VHUIZ,Month-to-month,23,Electronic check,No,54.25,1221.55,No,2021-09-29 06:19:19.443339960
3910-MRQOY,Two year,72,Bank transfer (automatic),No,19.4,1496.45,No,2021-03-04 19:42:57.563192272
0661-WCQNQ,One year,22,Credit card (automatic),Yes,56.25,1292.2,No,2021-01-16 06:40:59.982959384
7537-RBWEA,Month-to-month,1,Mailed check,Yes,25.15,25.15,No,2020-03-09 07:18:00.715705765
4656-CAURT,Two year,69,Bank transfer (automatic),No,23.95,1713.1,No,2021-08-16 10:58:39.227492184
0121-SNYRK,One year,50,Mailed check,Yes,35.4,1748.9,No,2021-11-24 20:06:03.987503544
1768-ZAIFU,Month-to-month,1,Electronic check,Yes,25.2,25.2,Yes,2020-01-25 04:28:54.052825901
4671-LXRDQ,Month-to-month,2,Mailed check,Yes,45.0,96.45,Yes,2020-09-01 18:34:27.367225220
3733-LSYCE,Month-to-month,15,Bank transfer (automatic),No,75.35,1114.55,No,2021-09-05 19:16:47.100255608
6265-FRMTQ,Two year,31,Bank transfer (automatic),No,20.4,609.1,No,2020-04-09 23:09:29.497301903
1934-SJVJK,Month-to-month,1,Mailed check,No,20.15,20.15,Yes,2020-07-04 14:30:42.431127520
3838-OZURD,Month-to-month,66,Credit card (automatic),Yes,105.0,7133.25,Yes,2020-04-08 17:15:43.709173530
1371-DWPAZ,Two year,0,Credit card (automatic),No,56.05, ,No,2020-03-27 01:19:08.196535075
9269-CQOOL,Month-to-month,3,Credit card (automatic),Yes,54.7,169.45,Yes,2020-01-08 06:23:37.097415506
2017-CCBLH,Two year,8,Mailed check,No,20.0,141.6,No,2020-01-29 03:09:09.048565748
7690-KPNCU,One year,64,Credit card (automatic),Yes,73.05,4688.65,No,2021-01-10 21:08:01.567736436
0536-BGFMZ,Month-to-month,28,Mailed check,No,20.5,563.05,No,2021-05-25 04:55:29.054245952
2293-IJWPS,One year,57,Credit card (automatic),Yes,100.75,5985,No,2020-09-11 20:14:02.487929564
2845-HSJCY,Month-to-month,14,Electronic check,Yes,87.25,1258.6,Yes,2020-10-05 22:13:27.725078100
5469-NUJUR,Two year,19,Mailed check,Yes,19.95,373.5,No,2020-08-11 16:49:57.784720248
1184-PJVDB,Month-to-month,10,Electronic check,Yes,79.95,857.2,Yes,2020-02-01 00:54:35.887531951
2625-TRCZQ,Month-to-month,51,Electronic check,Yes,49.65,2553.35,No,2020-07-19 08:16:54.257313262
4102-HLENU,Two year,67,Mailed check,No,65.65,4322.85,No,2020-04-26 13:46:20.005680204
7266-GSSJX,Month-to-month,11,Electronic check,Yes,20.45,250.8,No,2021-12-16 07:48:28.832717976
7722-VJRQD,Two year,72,Bank transfer (automatic),No,60.95,4549.05,No,2020-01-28 14:41:44.970178926
7073-QETQY,One year,66,Electronic check,Yes,20.35,1359.5,No,2021-08-16 15:57:36.858846920
9415-DPEWS,Month-to-month,18,Electronic check,Yes,88.35,1639.3,Yes,2020-06-10 02:33:21.931269526
5624-RYAMH,Month-to-month,9,Electronic check,Yes,19.5,178.85,No,2021-11-29 04:44:14.245952848
0196-JTUQI,Month-to-month,9,Credit card (automatic),Yes,75.2,633.85,No,2020-05-13 11:51:36.961090598
7130-YXBRO,Month-to-month,48,Bank transfer (automatic),Yes,111.45,5315.1,No,2021-09-18 18:41:49.059926152
9272-LSVYH,Month-to-month,10,Mailed check,No,70.15,735.5,No,2021-01-24 09:00:27.605793808
7943-RQCHR,Month-to-month,9,Electronic check,Yes,94.75,889.9,Yes,2020-06-05 17:55:11.672820220
3793-MMFUH,Month-to-month,13,Electronic check,Yes,95.05,1290,Yes,2020-01-23 12:37:13.001988071
3249-ZPQRG,Month-to-month,4,Electronic check,No,78.45,330.05,Yes,2020-05-21 11:41:35.768247656
2568-BRGYX,Month-to-month,4,Electronic check,Yes,70.2,237.95,Yes,2021-08-07 00:15:57.000852032
3084-DOWLE,Two year,72,Bank transfer (automatic),No,92.0,6474.4,No,2021-07-24 09:54:02.147117296
1084-MNSMJ,Two year,51,Credit card (automatic),No,85.5,4421.95,No,2021-09-28 17:51:55.364953136
7721-JXEAW,Month-to-month,59,Bank transfer (automatic),Yes,41.05,2452.7,Yes,2021-10-19 22:05:53.763135472
7249-WBIYX,Month-to-month,10,Electronic check,Yes,85.6,813.85,Yes,2020-08-06 22:13:52.263561488
4238-HFHSN,Month-to-month,61,Electronic check,Yes,82.15,4904.85,No,2021-06-01 11:19:06.151661456
6250-CGGUN,One year,54,Electronic check,No,84.4,4484.05,No,2021-02-03 23:07:26.804884976
5478-JJVZK,Month-to-month,33,Mailed check,Yes,60.9,2033.85,No,2021-12-20 13:57:10.275489912
7596-IIWYC,Two year,27,Bank transfer (automatic),Yes,20.25,538.2,No,2020-05-10 11:36:41.306447032
6567-HOOPW,Month-to-month,1,Electronic check,Yes,79.2,79.2,Yes,2021-11-27 00:25:09.116728200
9793-WECQC,Month-to-month,23,Mailed check,No,95.3,2192.9,No,2021-07-17 03:30:25.049701784
4291-HPAXL,Month-to-month,1,Mailed check,No,19.85,19.85,No,2021-04-01 15:23:40.164725928
8999-YPYBV,Two year,45,Mailed check,Yes,84.35,3858.05,No,2021-08-28 19:26:48.293098552
1839-FBNFR,Two year,39,Bank transfer (automatic),Yes,19.85,854.8,No,2021-08-16 23:26:03.305879008
3164-AALRN,One year,5,Mailed check,Yes,70.0,347.4,Yes,2020-11-01 21:58:19.801192840
3071-MVJCD,Two year,72,Bank transfer (automatic),No,82.3,5815.15,No,2020-12-01 21:58:07.531951148
1697-BCSHV,Month-to-month,58,Bank transfer (automatic),Yes,66.8,3970.4,No,2020-10-27 02:27:26.123260436
0562-KBDVM,Two year,70,Bank transfer (automatic),Yes,44.6,3058.15,No,2020-01-30 16:31:21.283726214
1131-SUEKT,One year,61,Bank transfer (automatic),Yes,98.45,6145.2,No,2020-01-15 17:46:11.826185742
3717-OEAUQ,Month-to-month,2,Mailed check,No,70.7,129.2,No,2020-06-17 01:28:32.581652938
4538-WNTMJ,One year,46,Mailed check,No,24.95,1165.9,No,2020-07-16 10:31:27.418347060
3334-CTHOL,Month-to-month,1,Bank transfer (automatic),Yes,49.95,49.95,Yes,2021-03-07 12:29:26.770803744
4704-ERYFC,Month-to-month,22,Electronic check,Yes,69.25,1554,Yes,2021-04-02 01:21:35.427435384
9432-RUVSL,Two year,48,Credit card (automatic),Yes,102.5,4904.25,No,2021-02-05 05:01:12.593013348
8060-HIWJJ,Two year,64,Credit card (automatic),No,86.55,5632.55,No,2021-06-08 02:45:50.355012776
7684-XSZIY,Two year,72,Bank transfer (automatic),No,24.3,1643.25,No,2020-03-01 22:24:54.802612894
9089-UOWJG,Month-to-month,12,Credit card (automatic),Yes,58.35,740.55,No,2020-05-19 09:51:59.454700368
8621-MNIHH,Month-to-month,34,Electronic check,Yes,94.25,3217.55,Yes,2020-10-09 03:27:21.011076396
8039-ACLPL,Two year,72,Credit card (automatic),No,68.75,4888.2,No,2020-06-11 08:27:07.719397898
9885-AIBVB,Month-to-month,29,Electronic check,Yes,85.8,2440.25,No,2021-09-02 14:02:53.814257312
1934-MKPXS,One year,33,Credit card (automatic),No,20.1,620.55,No,2021-03-31 11:59:23.192274920
2592-YKDIF,Month-to-month,1,Mailed check,No,20.35,20.35,No,2021-02-18 11:54:40.999715988
2272-JKMSI,One year,62,Electronic check,Yes,110.8,6840.95,No,2021-12-30 20:35:43.027548992
0471-LVHGK,One year,41,Electronic check,Yes,73.0,3001.2,Yes,2020-02-28 23:04:47.304742971
9518-RWHZL,One year,64,Credit card (automatic),Yes,100.05,6254.2,Yes,2020-09-16 09:51:10.377733596
8714-CTZJW,Month-to-month,4,Credit card (automatic),Yes,82.85,319.6,No,2021-12-11 10:42:54.495881848
3569-EDBPQ,Month-to-month,24,Electronic check,Yes,84.35,1938.05,No,2020-09-30 17:39:26.941209884
3131-NWVFJ,One year,14,Mailed check,No,19.55,294.5,No,2021-06-25 10:49:02.573132632
7521-YXVZY,Month-to-month,3,Mailed check,No,19.95,58.3,No,2020-01-15 20:15:40.641863107
5419-CONWX,Month-to-month,4,Credit card (automatic),Yes,99.8,442.85,Yes,2021-05-23 13:03:48.003408120
6240-EURKS,Month-to-month,18,Electronic check,Yes,35.0,553,Yes,2021-08-30 18:46:55.790968472
2373-NTKOD,Month-to-month,8,Electronic check,Yes,66.25,546.45,No,2021-03-27 20:47:34.643567168
1970-KKFWL,Two year,35,Bank transfer (automatic),No,23.3,797.1,No,2021-11-23 21:40:44.646407272
6960-HVYXR,Month-to-month,1,Electronic check,No,76.0,76,Yes,2021-01-12 22:57:37.881283724
9337-SRRNI,Two year,66,Credit card (automatic),Yes,25.3,1673.8,No,2020-08-26 10:36:09.610905992
0895-UADGO,Two year,8,Mailed check,Yes,44.55,343.45,No,2021-01-22 19:38:15.370633340
5678-VFNEQ,One year,71,Credit card (automatic),Yes,104.1,7412.25,No,2020-03-11 04:08:39.397898324
5977-CKHON,Month-to-month,43,Bank transfer (automatic),Yes,92.55,4039,No,2020-06-13 17:45:10.479977278
7024-OHCCK,Month-to-month,2,Electronic check,Yes,93.85,170.85,Yes,2021-07-13 02:20:41.238284576
2692-BUCFV,Month-to-month,29,Bank transfer (automatic),Yes,101.45,2948.6,No,2021-08-19 11:13:34.882135752
7861-UVUFT,Month-to-month,15,Electronic check,Yes,84.3,1308.4,Yes,2020-06-26 09:41:45.992615734
1830-GGFNM,Two year,65,Credit card (automatic),No,94.55,6078.75,No,2021-12-10 04:49:08.707753480
5302-BDJNT,Month-to-month,35,Electronic check,No,95.5,3418.2,No,2021-04-17 22:32:04.226072136
5223-UZAVK,One year,64,Credit card (automatic),Yes,100.3,6603.8,No,2021-06-30 17:52:32.172678216
4859-ZSRDZ,Two year,58,Credit card (automatic),Yes,55.5,3166.9,No,2020-10-18 04:12:07.975007100
5651-WYIPH,Month-to-month,18,Credit card (automatic),Yes,49.85,865.75,No,2021-01-24 06:30:58.790116444
9350-VLHMB,Month-to-month,67,Bank transfer (automatic),Yes,89.55,6373.1,No,2020-12-25 16:29:06.322067592
3498-LZGQZ,Two year,63,Mailed check,Yes,19.15,1177.05,No,2021-10-06 10:13:27.725078104
8785-CJSHH,Month-to-month,60,Electronic check,Yes,99.8,5985.75,No,2020-01-11 09:08:01.567736438
5357-TZHPP,Month-to-month,9,Credit card (automatic),Yes,84.4,732.5,Yes,2021-04-07 08:25:05.026980968
3870-SPZSI,Two year,70,Credit card (automatic),Yes,113.05,7869.05,No,2021-04-24 13:58:48.429423456
0680-DFNNY,Month-to-month,15,Electronic check,Yes,101.1,1504.05,Yes,2021-01-20 05:21:14.978699232
7560-QRBXH,One year,48,Mailed check,No,19.95,936.7,No,2020-04-28 10:36:58.687872764
7077-XJMET,Month-to-month,12,Electronic check,Yes,74.15,741.4,No,2020-06-10 17:30:14.825333712
8752-GHJFU,One year,71,Electronic check,Yes,92.0,6585.2,No,2020-04-01 20:50:01.874467481
6896-SRVYQ,Month-to-month,44,Electronic check,No,73.85,3122.4,No,2021-08-12 12:18:24.231752344
7767-UXAGJ,Month-to-month,1,Electronic check,Yes,50.45,50.45,Yes,2021-01-20 22:47:36.688440784
4652-ODEVH,Two year,45,Mailed check,No,24.45,1088.25,No,2020-02-27 14:41:32.700937234
6510-UPNKS,One year,23,Credit card (automatic),No,24.8,615.35,No,2021-08-25 16:42:23.822777616
6718-BDGHG,One year,43,Bank transfer (automatic),Yes,64.85,2908.2,No,2021-06-17 08:29:34.950298208
9046-DQMTP,Month-to-month,35,Bank transfer (automatic),No,20.75,739.9,No,2020-11-15 14:49:43.470604940
6439-LAJXL,Month-to-month,9,Mailed check,Yes,68.95,593.85,No,2021-01-16 09:10:28.798636748
1571-SAVHK,Month-to-month,12,Mailed check,Yes,99.95,1132.75,Yes,2020-03-30 19:00:25.560920193
9052-VKDUW,Month-to-month,65,Credit card (automatic),Yes,109.4,7227.45,No,2020-06-19 13:16:04.157909684
9546-CQJSU,Month-to-month,2,Electronic check,Yes,91.4,193.6,Yes,2020-07-08 00:43:33.348480544
1666-JZPZT,Month-to-month,27,Mailed check,No,49.0,1291.35,No,2021-06-19 07:49:42.448168136
5777-KJIRB,One year,40,Mailed check,Yes,50.25,2023.55,No,2021-11-04 19:16:22.561772224
0506-LVNGN,Month-to-month,5,Credit card (automatic),Yes,75.55,349.65,Yes,2021-03-15 02:21:30.315251344
7677-SJJJK,One year,8,Credit card (automatic),No,19.9,153.95,No,2021-03-22 16:13:33.859698944
2480-EJWYP,One year,58,Bank transfer (automatic),Yes,97.8,5458.8,No,2021-06-18 09:24:23.107071856
3253-HKOKL,One year,52,Electronic check,No,100.3,5244.45,No,2020-02-17 15:31:26.395910252
7055-HNEOJ,Month-to-month,3,Mailed check,Yes,55.8,154.55,No,2020-03-27 21:14:58.721953990
5514-YQENT,Two year,41,Electronic check,Yes,111.15,4507.15,No,2020-07-12 09:21:43.606929848
3211-AAPKX,Month-to-month,20,Mailed check,Yes,98.55,2031.95,No,2020-08-10 13:25:40.812269240
8445-DNBAE,Month-to-month,1,Electronic check,Yes,50.05,50.05,No,2021-12-04 11:47:43.845498432
2951-QOQTK,Month-to-month,4,Credit card (automatic),No,80.8,332.45,Yes,2020-05-02 19:15:08.946322068
2958-NHPPS,Month-to-month,23,Electronic check,No,20.85,473.9,No,2021-07-31 21:16:36.875887528
6806-YDEUL,Month-to-month,6,Bank transfer (automatic),No,19.5,106.8,No,2021-08-02 15:37:46.742402728
1735-XMJVH,Month-to-month,8,Mailed check,Yes,19.35,152.6,No,2021-08-20 04:39:56.591877304
6890-PFRQX,Month-to-month,18,Mailed check,No,69.5,1199.4,No,2021-02-05 10:00:10.224368076
0222-CNVPT,Month-to-month,52,Credit card (automatic),Yes,48.8,2555.05,No,2020-09-01 08:36:32.104515760
5899-OUVKV,Month-to-month,31,Electronic check,Yes,94.5,2979.2,No,2020-02-17 03:04:02.317523430
8681-ICONS,Month-to-month,29,Mailed check,Yes,20.65,654.85,No,2021-10-27 04:29:30.860550976
1621-YNCJH,Two year,36,Credit card (automatic),Yes,106.05,3834.4,No,2021-04-12 17:58:03.442203920
3473-XIIIT,Month-to-month,16,Electronic check,Yes,100.0,1534.75,Yes,2021-12-01 11:32:48.190854872
6362-QHAFM,One year,42,Electronic check,Yes,108.3,4586.15,No,2021-03-29 20:07:42.141437088
7893-IXHRQ,Month-to-month,1,Electronic check,No,20.55,20.55,Yes,2021-09-03 19:56:39.602385680
3070-BDOQC,Two year,60,Electronic check,Yes,99.65,5941.05,No,2021-09-05 16:47:18.284578240
2952-QAYZF,Month-to-month,5,Electronic check,Yes,85.3,424.15,Yes,2020-09-09 20:53:54.990059640
6234-PFPXL,Month-to-month,22,Credit card (automatic),No,95.9,2234.95,No,2020-06-29 04:57:44.015904572
9824-QCJPK,One year,36,Mailed check,No,20.0,666.75,No,2021-10-03 02:30:05.623402440
4763-PGDPO,Month-to-month,4,Electronic check,No,70.4,281,Yes,2021-01-02 08:50:38.682192556
4283-IVYCI,Month-to-month,9,Mailed check,No,64.95,547.8,No,2021-09-30 02:15:09.968758872
1866-OBPNR,Month-to-month,1,Credit card (automatic),No,74.6,74.6,No,2020-12-14 18:53:40.675944332
8205-MQUGY,Month-to-month,12,Electronic check,Yes,49.2,571.15,No,2020-10-24 07:11:28.099971596
8970-ANWXO,One year,23,Mailed check,Yes,73.75,1756.6,No,2021-05-13 08:54:44.067026408
9480-BQJEI,One year,62,Bank transfer (automatic),Yes,92.3,5731.45,No,2020-12-07 07:31:05.947174096
5394-SVGJV,Month-to-month,37,Bank transfer (automatic),No,98.8,3475.55,Yes,2020-06-19 18:15:01.789264412
6979-TNDEU,Month-to-month,8,Mailed check,No,19.2,156.85,No,2020-01-08 11:22:34.728770235
9777-WJJPR,Month-to-month,31,Credit card (automatic),No,88.65,2683.2,No,2021-10-03 17:26:58.517466624
9283-LZQOH,Month-to-month,13,Credit card (automatic),Yes,74.4,896.75,Yes,2021-04-15 23:11:56.728202216
7079-QRCBC,Month-to-month,24,Electronic check,Yes,98.75,2407.3,Yes,2021-02-13 04:51:11.400170404
9495-SKLKD,Month-to-month,45,Bank transfer (automatic),Yes,95.95,4456.65,No,2021-12-16 20:15:52.911104800
6048-UWKAL,Two year,69,Credit card (automatic),No,105.4,6998.95,No,2021-11-05 20:11:10.718545864
5067-DGXLL,Month-to-month,2,Mailed check,No,20.25,36.8,No,2021-08-25 06:44:28.560068160
5469-CTCWN,One year,61,Electronic check,Yes,106.0,6547.7,Yes,2021-12-23 11:42:37.114456120
9851-QXEEQ,Month-to-month,41,Electronic check,Yes,104.7,4346.4,Yes,2020-02-07 16:21:20.090883271
6281-FKEWS,One year,44,Electronic check,Yes,49.05,2265,No,2021-04-15 10:44:32.649815392
8898-KASCD,One year,39,Mailed check,No,35.55,1309.15,No,2020-05-15 11:11:44.458960522
9242-TKFSV,Two year,72,Credit card (automatic),Yes,65.1,4754.3,No,2021-03-11 13:39:10.582220960
9290-SHCMB,Month-to-month,13,Electronic check,Yes,96.85,1235.55,No,2020-01-13 18:26:04.328315819
0743-HNPFG,One year,51,Credit card (automatic),Yes,69.75,3562.5,No,2020-05-30 02:28:27.469468900
2277-BKJKN,Two year,71,Electronic check,Yes,99.2,7213.75,No,2021-07-15 21:36:39.261573416
9809-IMGCQ,Month-to-month,22,Electronic check,Yes,96.7,2082.95,Yes,2021-12-02 14:57:05.163305880
5208-HFSBT,Month-to-month,2,Credit card (automatic),Yes,55.05,102.75,Yes,2020-05-21 01:43:40.505538198
5035-PGZXH,One year,56,Electronic check,Yes,106.8,5914.4,No,2020-09-21 21:53:37.608633908
8695-WDYEA,Month-to-month,1,Mailed check,No,51.25,51.25,No,2021-10-12 18:11:45.481397328
6543-JXSOO,One year,23,Mailed check,Yes,57.75,1282.85,No,2021-01-05 06:36:05.521158760
8016-ZMGMO,One year,66,Bank transfer (automatic),Yes,70.85,4738.85,No,2021-04-19 19:22:42.908264696
8605-ITULD,Month-to-month,1,Mailed check,No,19.55,19.55,No,2020-12-03 23:47:43.845498436
3254-YRILK,Month-to-month,19,Electronic check,Yes,88.2,1775.8,Yes,2021-10-12 13:12:47.850042600
6416-YJTTB,Month-to-month,11,Bank transfer (automatic),Yes,79.5,795.65,No,2020-09-15 01:27:55.773927860
2667-WYLWJ,One year,8,Mailed check,Yes,19.75,145,Yes,2020-08-13 18:39:34.098267536
4472-VESGY,Month-to-month,52,Bank transfer (automatic),No,98.15,4993.4,No,2020-08-12 02:47:53.047429708
3195-TQDZX,Month-to-month,3,Electronic check,Yes,20.25,61.45,No,2020-07-02 07:42:08.486225504
3128-YOVTD,Month-to-month,51,Bank transfer (automatic),Yes,79.15,4018.55,No,2021-06-07 16:47:55.092303320
0529-ONKER,Month-to-month,15,Electronic check,No,75.65,1146.65,Yes,2021-03-16 00:46:49.656347624
1728-CXQBE,Month-to-month,64,Electronic check,Yes,94.25,6081.4,No,2021-08-20 14:37:51.854586760
7041-TXQJH,Month-to-month,37,Credit card (automatic),Yes,40.2,1478.85,No,2021-06-10 22:01:48.378301616
5014-GSOUQ,Two year,13,Mailed check,No,19.95,243.65,No,2021-11-02 07:28:50.985515480
5724-BIDBU,One year,49,Electronic check,Yes,55.35,2633.95,No,2021-01-07 05:56:13.019028684
0481-SUMCB,One year,45,Bank transfer (automatic),Yes,102.15,4735.35,No,2021-06-24 02:25:47.969326896
1769-GRUIK,Month-to-month,18,Electronic check,Yes,71.1,1247.75,No,2020-01-26 15:21:37.472309003
5240-IJOQT,Month-to-month,1,Electronic check,Yes,74.7,74.7,Yes,2021-02-26 01:46:44.544163592
8819-WFGGJ,Two year,68,Bank transfer (automatic),Yes,54.1,3794.5,No,2020-10-22 07:51:20.602101676
